Recipe Name,Station,Category,Group,Experience,Cooking Time (Ticks),Output,Output Count,Input,Input,Input,Input,Input,Input,Input,Input,Input
yellow_dye_from_sunflower,crafting_shapeless,misc,yellow_dye,,,yellow_dye,2,sunflower,,,,,,,,
polished_blackstone_from_blackstone_stonecutting,stonecutting,,,,,polished_blackstone,1,blackstone,,,,,,,,
cut_sandstone,crafting_shaped,building,,,,cut_sandstone,4,sandstone,sandstone,,sandstone,sandstone,,,,
gray_glazed_terracotta,smelting,blocks,,0.1,200,gray_glazed_terracotta,1,gray_terracotta,,,,,,,,
red_bed,crafting_shaped,misc,bed,,,red_bed,1,red_wool,red_wool,red_wool,#planks,#planks,#planks,,,
honey_block,crafting_shaped,redstone,,,,honey_block,1,honey_bottle,honey_bottle,,honey_bottle,honey_bottle,,,,
white_carpet,crafting_shaped,misc,carpet,,,white_carpet,3,white_wool,white_wool,,,,,,,
granite_slab,crafting_shaped,building,,,,granite_slab,6,granite,granite,granite,,,,,,
purpur_pillar_from_purpur_block_stonecutting,stonecutting,,,,,purpur_pillar,1,purpur_block,,,,,,,,
black_glazed_terracotta,smelting,blocks,,0.1,200,black_glazed_terracotta,1,black_terracotta,,,,,,,,
emerald_from_blasting_deepslate_emerald_ore,blasting_clear,misc,emerald,1.0,100,emerald,1,deepslate_emerald_ore,,,,,,,,
warped_fungus_on_a_stick,crafting_shaped,misc,,,,warped_fungus_on_a_stick,1,fishing_rod,,,,warped_fungus,,,,
polished_deepslate_slab_from_cobbled_deepslate_stonecutting,stonecutting,,,,,polished_deepslate_slab,2,cobbled_deepslate,,,,,,,,
dye_magenta_wool,crafting_shapeless,building,wool,,,magenta_wool,1,magenta_dye,black_wool;blue_wool;brown_wool;cyan_wool;gray_wool;green_wool;light_blue_wool;light_gray_wool;lime_wool;orange_wool;pink_wool;purple_wool;red_wool;yellow_wool;white_wool,,,,,,,
blue_ice,crafting_shapeless,building,,,,blue_ice,1,packed_ice,packed_ice,packed_ice,packed_ice,packed_ice,packed_ice,packed_ice,packed_ice,packed_ice
nether_brick_slab_from_nether_bricks_stonecutting,stonecutting,,,,,nether_brick_slab,2,nether_bricks,,,,,,,,
golden_boots,crafting_shaped,equipment,,,,golden_boots,1,gold_ingot,,gold_ingot,gold_ingot,,gold_ingot,,,
tide_armor_trim_smithing_template_smithing_trim,smithing_trim,,,,,,1,tide_armor_trim_smithing_template,#trimmable_armor,#trim_materials,,,,,,
deepslate_brick_wall_from_polished_deepslate_stonecutting,stonecutting,,,,,deepslate_brick_wall,1,polished_deepslate,,,,,,,,
acacia_wood,crafting_shaped,building,bark,,,acacia_wood,3,acacia_log,acacia_log,,acacia_log,acacia_log,,,,
dye_white_wool,crafting_shapeless,building,wool,,,white_wool,1,white_dye,black_wool;blue_wool;brown_wool;cyan_wool;gray_wool;green_wool;light_blue_wool;light_gray_wool;lime_wool;magenta_wool;orange_wool;pink_wool;purple_wool;red_wool;yellow_wool,,,,,,,
tnt,crafting_shaped,redstone,,,,tnt,1,gunpowder,sand;red_sand,gunpowder,sand;red_sand,gunpowder,sand;red_sand,gunpowder,sand;red_sand,gunpowder
cut_sandstone_slab,crafting_shaped,building,,,,cut_sandstone_slab,6,cut_sandstone,cut_sandstone,cut_sandstone,,,,,,
waxed_weathered_cut_copper_from_waxed_weathered_copper_stonecutting,stonecutting,,,,,waxed_weathered_cut_copper,4,waxed_weathered_copper,,,,,,,,
deepslate_tile_wall_from_cobbled_deepslate_stonecutting,stonecutting,,,,,deepslate_tile_wall,1,cobbled_deepslate,,,,,,,,
mossy_cobblestone_slab,crafting_shaped,building,,,,mossy_cobblestone_slab,6,mossy_cobblestone,mossy_cobblestone,mossy_cobblestone,,,,,,
spyglass,crafting_shaped,equipment,,,,spyglass,1,,amethyst_shard,,,copper_ingot,,,copper_ingot,
quartz_pillar_from_quartz_block_stonecutting,stonecutting,,,,,quartz_pillar,1,quartz_block,,,,,,,,
diamond_block,crafting_shaped,building,,,,diamond_block,1,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond
stripped_oak_wood,crafting_shaped,building,bark,,,stripped_oak_wood,3,stripped_oak_log,stripped_oak_log,,stripped_oak_log,stripped_oak_log,,,,
end_rod,crafting_shaped,misc,,,,end_rod,4,blaze_rod,,,popped_chorus_fruit,,,,,
oxidized_cut_copper_slab_from_oxidized_cut_copper_stonecutting,stonecutting,,,,,oxidized_cut_copper_slab,2,oxidized_cut_copper,,,,,,,,
red_nether_brick_slab_from_red_nether_bricks_stonecutting,stonecutting,,,,,red_nether_brick_slab,2,red_nether_bricks,,,,,,,,
black_dye,crafting_shapeless,misc,black_dye,,,black_dye,1,ink_sac,,,,,,,,
light_blue_candle,crafting_shapeless,misc,dyed_candle,,,light_blue_candle,1,candle,light_blue_dye,,,,,,,
purpur_pillar,crafting_shaped,building,,,,purpur_pillar,1,purpur_slab,,,purpur_slab,,,,,
golden_leggings,crafting_shaped,equipment,,,,golden_leggings,1,gold_ingot,gold_ingot,gold_ingot,gold_ingot,,gold_ingot,gold_ingot,,gold_ingot
blue_candle,crafting_shapeless,misc,dyed_candle,,,blue_candle,1,candle,blue_dye,,,,,,,
crimson_hanging_sign,crafting_shaped,misc,hanging_sign,,,crimson_hanging_sign,6,chain,,chain,stripped_crimson_stem,stripped_crimson_stem,stripped_crimson_stem,stripped_crimson_stem,stripped_crimson_stem,stripped_crimson_stem
snout_armor_trim_smithing_template,crafting_shaped,misc,,,,snout_armor_trim_smithing_template,2,diamond,snout_armor_trim_smithing_template,diamond,diamond,blackstone,diamond,diamond,diamond,diamond
compass,crafting_shaped,equipment,,,,compass,1,,iron_ingot,,iron_ingot,redstone,iron_ingot,,iron_ingot,
cooked_beef_from_campfire_cooking,campfire_cooking,food,,0.35,600,cooked_beef,1,beef,,,,,,,,
bamboo_button,crafting_shapeless,redstone,wooden_button,,,bamboo_button,1,bamboo_planks,,,,,,,,
brown_candle,crafting_shapeless,misc,dyed_candle,,,brown_candle,1,candle,brown_dye,,,,,,,
red_nether_brick_wall_from_red_nether_bricks_stonecutting,stonecutting,,,,,red_nether_brick_wall,1,red_nether_bricks,,,,,,,,
pink_candle,crafting_shapeless,misc,dyed_candle,,,pink_candle,1,candle,pink_dye,,,,,,,
bamboo_hanging_sign,crafting_shaped,misc,hanging_sign,,,bamboo_hanging_sign,6,chain,,chain,stripped_bamboo_block,stripped_bamboo_block,stripped_bamboo_block,stripped_bamboo_block,stripped_bamboo_block,stripped_bamboo_block
chiseled_polished_blackstone_from_blackstone_stonecutting,stonecutting,,,,,chiseled_polished_blackstone,1,blackstone,,,,,,,,
waxed_oxidized_cut_copper,crafting_shaped,building,waxed_oxidized_cut_copper,,,waxed_oxidized_cut_copper,4,waxed_oxidized_copper,waxed_oxidized_copper,,waxed_oxidized_copper,waxed_oxidized_copper,,,,
cherry_hanging_sign,crafting_shaped,misc,hanging_sign,,,cherry_hanging_sign,6,chain,,chain,stripped_cherry_log,stripped_cherry_log,stripped_cherry_log,stripped_cherry_log,stripped_cherry_log,stripped_cherry_log
deepslate_tile_slab_from_deepslate_bricks_stonecutting,stonecutting,,,,,deepslate_tile_slab,2,deepslate_bricks,,,,,,,,
red_nether_brick_stairs,crafting_shaped,building,,,,red_nether_brick_stairs,4,red_nether_bricks,,,red_nether_bricks,red_nether_bricks,,red_nether_bricks,red_nether_bricks,red_nether_bricks
cut_sandstone_slab_from_cut_sandstone_stonecutting,stonecutting,,,,,cut_sandstone_slab,2,cut_sandstone,,,,,,,,
moss_carpet,crafting_shaped,misc,carpet,,,moss_carpet,3,moss_block,moss_block,,,,,,,
oak_door,crafting_shaped,redstone,wooden_door,,,oak_door,3,oak_planks,oak_planks,,oak_planks,oak_planks,,oak_planks,oak_planks,
wooden_sword,crafting_shaped,equipment,,,,wooden_sword,1,#planks,,,#planks,,,stick,,
nether_wart_block,crafting_shapeless,building,,,,nether_wart_block,1,nether_wart,nether_wart,nether_wart,nether_wart,nether_wart,nether_wart,nether_wart,nether_wart,nether_wart
glass,smelting,blocks,,0.1,200,glass,1,#smelts_to_glass,,,,,,,,
book,crafting_shapeless,misc,,,,book,1,paper,paper,paper,leather,,,,,
light_gray_dye_from_black_white_dye,crafting_shapeless,misc,light_gray_dye,,,light_gray_dye,3,black_dye,white_dye,white_dye,,,,,,
iron_boots,crafting_shaped,equipment,,,,iron_boots,1,iron_ingot,,iron_ingot,iron_ingot,,iron_ingot,,,
respawn_anchor,crafting_shaped,misc,,,,respawn_anchor,1,crying_obsidian,crying_obsidian,crying_obsidian,glowstone,glowstone,glowstone,crying_obsidian,crying_obsidian,crying_obsidian
sea_lantern,crafting_shaped,building,,,,sea_lantern,1,prismarine_shard,prismarine_crystals,prismarine_shard,prismarine_crystals,prismarine_crystals,prismarine_crystals,prismarine_shard,prismarine_crystals,prismarine_shard
polished_andesite_slab_from_polished_andesite_stonecutting,stonecutting,,,,,polished_andesite_slab,2,polished_andesite,,,,,,,,
pink_dye_from_pink_petals,crafting_shapeless,misc,pink_dye,,,pink_dye,1,pink_petals,,,,,,,,
cobbled_deepslate_stairs,crafting_shaped,building,,,,cobbled_deepslate_stairs,4,cobbled_deepslate,,,cobbled_deepslate,cobbled_deepslate,,cobbled_deepslate,cobbled_deepslate,cobbled_deepslate
end_stone_brick_stairs,crafting_shaped,building,,,,end_stone_brick_stairs,4,end_stone_bricks,,,end_stone_bricks,end_stone_bricks,,end_stone_bricks,end_stone_bricks,end_stone_bricks
stripped_birch_wood,crafting_shaped,building,bark,,,stripped_birch_wood,3,stripped_birch_log,stripped_birch_log,,stripped_birch_log,stripped_birch_log,,,,
blackstone_slab_from_blackstone_stonecutting,stonecutting,,,,,blackstone_slab,2,blackstone,,,,,,,,
granite_stairs,crafting_shaped,building,,,,granite_stairs,4,granite,,,granite,granite,,granite,granite,granite
iron_axe,crafting_shaped,equipment,,,,iron_axe,1,iron_ingot,iron_ingot,,iron_ingot,stick,,,stick,
cooked_mutton,smelting,food,,0.35,200,cooked_mutton,1,mutton,,,,,,,,
gray_dye,crafting_shapeless,misc,,,,gray_dye,2,black_dye,white_dye,,,,,,,
cooked_chicken_from_smoking,smoking,food,,0.35,100,cooked_chicken,1,chicken,,,,,,,,
waxed_weathered_cut_copper,crafting_shaped,building,waxed_weathered_cut_copper,,,waxed_weathered_cut_copper,4,waxed_weathered_copper,waxed_weathered_copper,,waxed_weathered_copper,waxed_weathered_copper,,,,
bookshelf,crafting_shaped,building,,,,bookshelf,1,#planks,#planks,#planks,book,book,book,#planks,#planks,#planks
emerald_from_blasting_emerald_ore,blasting_clear,misc,emerald,1.0,100,emerald,1,emerald_ore,,,,,,,,
mangrove_chest_boat,crafting_shapeless,misc,chest_boat,,,mangrove_chest_boat,1,chest,mangrove_boat,,,,,,,
birch_sign,crafting_shaped,misc,wooden_sign,,,birch_sign,3,birch_planks,birch_planks,birch_planks,birch_planks,birch_planks,birch_planks,,stick,
dye_light_blue_wool,crafting_shapeless,building,wool,,,light_blue_wool,1,light_blue_dye,black_wool;blue_wool;brown_wool;cyan_wool;gray_wool;green_wool;light_gray_wool;lime_wool;magenta_wool;orange_wool;pink_wool;purple_wool;red_wool;yellow_wool;white_wool,,,,,,,
slime_block,crafting_shaped,redstone,,,,slime_block,1,slime_ball,slime_ball,slime_ball,slime_ball,slime_ball,slime_ball,slime_ball,slime_ball,slime_ball
diamond_axe,crafting_shaped,equipment,,,,diamond_axe,1,diamond,diamond,,diamond,stick,,,stick,
lodestone,crafting_shaped,misc,,,,lodestone,1,chiseled_stone_bricks,chiseled_stone_bricks,chiseled_stone_bricks,chiseled_stone_bricks,netherite_ingot,chiseled_stone_bricks,chiseled_stone_bricks,chiseled_stone_bricks,chiseled_stone_bricks
cherry_slab,crafting_shaped,building,wooden_slab,,,cherry_slab,6,cherry_planks,cherry_planks,cherry_planks,,,,,,
oak_button,crafting_shapeless,redstone,wooden_button,,,oak_button,1,oak_planks,,,,,,,,
mangrove_sign,crafting_shaped,misc,wooden_sign,,,mangrove_sign,3,mangrove_planks,mangrove_planks,mangrove_planks,mangrove_planks,mangrove_planks,mangrove_planks,,stick,
orange_stained_glass,crafting_shaped,building,stained_glass,,,orange_stained_glass,8,glass,glass,glass,glass,orange_dye,glass,glass,glass,glass
gray_stained_glass_pane,crafting_shaped,misc,stained_glass_pane,,,gray_stained_glass_pane,16,gray_stained_glass,gray_stained_glass,gray_stained_glass,gray_stained_glass,gray_stained_glass,gray_stained_glass,,,
dye_purple_carpet,crafting_shapeless,building,carpet,,,purple_carpet,1,purple_dye,black_carpet;blue_carpet;brown_carpet;cyan_carpet;gray_carpet;green_carpet;light_blue_carpet;light_gray_carpet;lime_carpet;magenta_carpet;orange_carpet;pink_carpet;red_carpet;yellow_carpet;white_carpet,,,,,,,
spruce_pressure_plate,crafting_shaped,redstone,wooden_pressure_plate,,,spruce_pressure_plate,1,spruce_planks,spruce_planks,,,,,,,
warped_door,crafting_shaped,redstone,wooden_door,,,warped_door,3,warped_planks,warped_planks,,warped_planks,warped_planks,,warped_planks,warped_planks,
green_dye,smelting,misc,,1.0,200,green_dye,1,cactus,,,,,,,,
granite_stairs_from_granite_stonecutting,stonecutting,,,,,granite_stairs,1,granite,,,,,,,,
cobblestone_stairs_from_cobblestone_stonecutting,stonecutting,,,,,cobblestone_stairs,1,cobblestone,,,,,,,,
iron_ingot_from_blasting_deepslate_iron_ore,blasting_clear,misc,iron_ingot,0.7,100,iron_ingot,1,deepslate_iron_ore,,,,,,,,
red_dye_from_rose_bush,crafting_shapeless,misc,red_dye,,,red_dye,2,rose_bush,,,,,,,,
dark_prismarine_slab,crafting_shaped,building,,,,dark_prismarine_slab,6,dark_prismarine,dark_prismarine,dark_prismarine,,,,,,
polished_blackstone_slab_from_polished_blackstone_stonecutting,stonecutting,,,,,polished_blackstone_slab,2,polished_blackstone,,,,,,,,
chiseled_nether_bricks_from_nether_bricks_stonecutting,stonecutting,,,,,chiseled_nether_bricks,1,nether_bricks,,,,,,,,
red_stained_glass_pane_from_glass_pane,crafting_shaped,misc,stained_glass_pane,,,red_stained_glass_pane,8,glass_pane,glass_pane,glass_pane,glass_pane,red_dye,glass_pane,glass_pane,glass_pane,glass_pane
note_block,crafting_shaped,redstone,,,,note_block,1,#planks,#planks,#planks,#planks,redstone,#planks,#planks,#planks,#planks
deepslate_brick_slab_from_deepslate_bricks_stonecutting,stonecutting,,,,,deepslate_brick_slab,2,deepslate_bricks,,,,,,,,
copper_ingot_from_smelting_deepslate_copper_ore,smelting_clear,misc,copper_ingot,0.7,200,copper_ingot,1,deepslate_copper_ore,,,,,,,,
iron_bars,crafting_shaped,misc,,,,iron_bars,16,iron_ingot,iron_ingot,iron_ingot,iron_ingot,iron_ingot,iron_ingot,,,
end_stone_brick_stairs_from_end_stone_stonecutting,stonecutting,,,,,end_stone_brick_stairs,1,end_stone,,,,,,,,
polished_blackstone_wall,crafting_shaped,misc,,,,polished_blackstone_wall,6,polished_blackstone,polished_blackstone,polished_blackstone,polished_blackstone,polished_blackstone,polished_blackstone,,,
turtle_helmet,crafting_shaped,equipment,,,,turtle_helmet,1,turtle_scute,turtle_scute,turtle_scute,turtle_scute,,turtle_scute,,,
polished_andesite,crafting_shaped,building,,,,polished_andesite,4,andesite,andesite,,andesite,andesite,,,,
netherite_hoe_smithing,smithing_transform,,,,,netherite_hoe,1,netherite_upgrade_smithing_template,diamond_hoe,netherite_ingot,,,,,,
polished_blackstone_brick_stairs,crafting_shaped,building,,,,polished_blackstone_brick_stairs,4,polished_blackstone_bricks,,,polished_blackstone_bricks,polished_blackstone_bricks,,polished_blackstone_bricks,polished_blackstone_bricks,polished_blackstone_bricks
shield,crafting_shaped,equipment,,,,shield,1,#planks,iron_ingot,#planks,#planks,#planks,#planks,,#planks,
yellow_stained_glass_pane,crafting_shaped,misc,stained_glass_pane,,,yellow_stained_glass_pane,16,yellow_stained_glass,yellow_stained_glass,yellow_stained_glass,yellow_stained_glass,yellow_stained_glass,yellow_stained_glass,,,
diamond_hoe,crafting_shaped,equipment,,,,diamond_hoe,1,diamond,diamond,,,stick,,,stick,
brown_stained_glass_pane,crafting_shaped,misc,stained_glass_pane,,,brown_stained_glass_pane,16,brown_stained_glass,brown_stained_glass,brown_stained_glass,brown_stained_glass,brown_stained_glass,brown_stained_glass,,,
scaffolding,crafting_shaped,misc,,,,scaffolding,6,bamboo,string,bamboo,bamboo,,bamboo,bamboo,,bamboo
jungle_slab,crafting_shaped,building,wooden_slab,,,jungle_slab,6,jungle_planks,jungle_planks,jungle_planks,,,,,,
waxed_oxidized_cut_copper_slab_from_waxed_oxidized_copper_stonecutting,stonecutting,,,,,waxed_oxidized_cut_copper_slab,8,waxed_oxidized_copper,,,,,,,,
waxed_weathered_copper_from_honeycomb,crafting_shapeless,building,waxed_weathered_copper,,,waxed_weathered_copper,1,weathered_copper,honeycomb,,,,,,,
lever,crafting_shaped,redstone,,,,lever,1,stick,,,cobblestone,,,,,
iron_hoe,crafting_shaped,equipment,,,,iron_hoe,1,iron_ingot,iron_ingot,,,stick,,,stick,
stick,crafting_shaped,misc,sticks,,,stick,4,#planks,,,#planks,,,,,
smooth_sandstone_slab_from_smooth_sandstone_stonecutting,stonecutting,,,,,smooth_sandstone_slab,2,smooth_sandstone,,,,,,,,
purple_banner,crafting_shaped,misc,banner,,,purple_banner,1,purple_wool,purple_wool,purple_wool,purple_wool,purple_wool,purple_wool,,stick,
dye_black_bed,crafting_shapeless,building,bed,,,black_bed,1,black_dye,blue_bed;brown_bed;cyan_bed;gray_bed;green_bed;light_blue_bed;light_gray_bed;lime_bed;magenta_bed;orange_bed;pink_bed;purple_bed;red_bed;yellow_bed;white_bed,,,,,,,
acacia_fence,crafting_shaped,misc,wooden_fence,,,acacia_fence,3,acacia_planks,stick,acacia_planks,acacia_planks,stick,acacia_planks,,,
oxidized_cut_copper_slab_from_oxidized_copper_stonecutting,stonecutting,,,,,oxidized_cut_copper_slab,8,oxidized_copper,,,,,,,,
dark_oak_boat,crafting_shaped,misc,boat,,,dark_oak_boat,1,dark_oak_planks,,dark_oak_planks,dark_oak_planks,dark_oak_planks,dark_oak_planks,,,
bone_meal_from_bone_block,crafting_shapeless,misc,bonemeal,,,bone_meal,9,bone_block,,,,,,,,
weathered_cut_copper_stairs_from_weathered_copper_stonecutting,stonecutting,,,,,weathered_cut_copper_stairs,4,weathered_copper,,,,,,,,
arrow,crafting_shaped,equipment,,,,arrow,4,flint,,,stick,,,feather,,
raiser_armor_trim_smithing_template_smithing_trim,smithing_trim,,,,,,1,raiser_armor_trim_smithing_template,#trimmable_armor,#trim_materials,,,,,,
waxed_cut_copper_slab,crafting_shaped,building,waxed_cut_copper_slab,,,waxed_cut_copper_slab,6,waxed_cut_copper,waxed_cut_copper,waxed_cut_copper,,,,,,
cut_copper_stairs_from_copper_block_stonecutting,stonecutting,,,,,cut_copper_stairs,4,copper_block,,,,,,,,
cooked_cod_from_smoking,smoking,food,,0.35,100,cooked_cod,1,cod,,,,,,,,
waxed_oxidized_cut_copper_slab,crafting_shaped,building,waxed_oxidized_cut_copper_slab,,,waxed_oxidized_cut_copper_slab,6,waxed_oxidized_cut_copper,waxed_oxidized_cut_copper,waxed_oxidized_cut_copper,,,,,,
wooden_hoe,crafting_shaped,equipment,,,,wooden_hoe,1,#planks,#planks,,,stick,,,stick,
end_stone_bricks,crafting_shaped,building,,,,end_stone_bricks,4,end_stone,end_stone,,end_stone,end_stone,,,,
polished_andesite_slab_from_andesite_stonecutting,stonecutting,,,,,polished_andesite_slab,2,andesite,,,,,,,,
magenta_stained_glass,crafting_shaped,building,stained_glass,,,magenta_stained_glass,8,glass,glass,glass,glass,magenta_dye,glass,glass,glass,glass
dark_oak_door,crafting_shaped,redstone,wooden_door,,,dark_oak_door,3,dark_oak_planks,dark_oak_planks,,dark_oak_planks,dark_oak_planks,,dark_oak_planks,dark_oak_planks,
light_blue_terracotta,crafting_shaped,building,stained_terracotta,,,light_blue_terracotta,8,terracotta,terracotta,terracotta,terracotta,light_blue_dye,terracotta,terracotta,terracotta,terracotta
green_bed,crafting_shaped,misc,bed,,,green_bed,1,green_wool,green_wool,green_wool,#planks,#planks,#planks,,,
coal_from_blasting_coal_ore,blasting_clear,misc,coal,0.1,100,coal,1,coal_ore,,,,,,,,
red_dye_from_poppy,crafting_shapeless,misc,red_dye,,,red_dye,1,poppy,,,,,,,,
prismarine_brick_stairs_from_prismarine_stonecutting,stonecutting,,,,,prismarine_brick_stairs,1,prismarine_bricks,,,,,,,,
red_sandstone,crafting_shaped,building,,,,red_sandstone,1,red_sand,red_sand,,red_sand,red_sand,,,,
waxed_weathered_cut_copper_slab,crafting_shaped,building,waxed_weathered_cut_copper_slab,,,waxed_weathered_cut_copper_slab,6,waxed_weathered_cut_copper,waxed_weathered_cut_copper,waxed_weathered_cut_copper,,,,,,
polished_granite_slab_from_granite_stonecutting,stonecutting,,,,,polished_granite_slab,2,granite,,,,,,,,
waxed_exposed_cut_copper_from_waxed_exposed_copper_stonecutting,stonecutting,,,,,waxed_exposed_cut_copper,4,waxed_exposed_copper,,,,,,,,
stone_stairs,crafting_shaped,building,,,,stone_stairs,4,stone,,,stone,stone,,stone,stone,stone
mangrove_wood,crafting_shaped,building,bark,,,mangrove_wood,3,mangrove_log,mangrove_log,,mangrove_log,mangrove_log,,,,
birch_stairs,crafting_shaped,building,wooden_stairs,,,birch_stairs,4,birch_planks,,,birch_planks,birch_planks,,birch_planks,birch_planks,birch_planks
deepslate_brick_slab_from_cobbled_deepslate_stonecutting,stonecutting,,,,,deepslate_brick_slab,2,cobbled_deepslate,,,,,,,,
cooked_rabbit_from_campfire_cooking,campfire_cooking,food,,0.35,600,cooked_rabbit,1,rabbit,,,,,,,,
dye_gray_carpet,crafting_shapeless,building,carpet,,,gray_carpet,1,gray_dye,black_carpet;blue_carpet;brown_carpet;cyan_carpet;green_carpet;light_blue_carpet;light_gray_carpet;lime_carpet;magenta_carpet;orange_carpet;pink_carpet;purple_carpet;red_carpet;yellow_carpet;white_carpet,,,,,,,
paper,crafting_shaped,misc,,,,paper,3,sugar_cane,sugar_cane,sugar_cane,,,,,,
polished_granite,crafting_shaped,building,,,,polished_granite,4,granite,granite,,granite,granite,,,,
oxidized_cut_copper_stairs_from_oxidized_cut_copper_stonecutting,stonecutting,,,,,oxidized_cut_copper_stairs,1,oxidized_cut_copper,,,,,,,,
dye_purple_wool,crafting_shapeless,building,wool,,,purple_wool,1,purple_dye,black_wool;blue_wool;brown_wool;cyan_wool;gray_wool;green_wool;light_blue_wool;light_gray_wool;lime_wool;magenta_wool;orange_wool;pink_wool;red_wool;yellow_wool;white_wool,,,,,,,
exposed_cut_copper_stairs_from_exposed_copper_stonecutting,stonecutting,,,,,exposed_cut_copper_stairs,4,exposed_copper,,,,,,,,
orange_bed,crafting_shaped,misc,bed,,,orange_bed,1,orange_wool,orange_wool,orange_wool,#planks,#planks,#planks,,,
gray_bed,crafting_shaped,misc,bed,,,gray_bed,1,gray_wool,gray_wool,gray_wool,#planks,#planks,#planks,,,
birch_wood,crafting_shaped,building,bark,,,birch_wood,3,birch_log,birch_log,,birch_log,birch_log,,,,
mossy_cobblestone_wall,crafting_shaped,misc,,,,mossy_cobblestone_wall,6,mossy_cobblestone,mossy_cobblestone,mossy_cobblestone,mossy_cobblestone,mossy_cobblestone,mossy_cobblestone,,,
cut_sandstone_slab_from_sandstone_stonecutting,stonecutting,,,,,cut_sandstone_slab,2,sandstone,,,,,,,,
dye_orange_carpet,crafting_shapeless,building,carpet,,,orange_carpet,1,orange_dye,black_carpet;blue_carpet;brown_carpet;cyan_carpet;gray_carpet;green_carpet;light_blue_carpet;light_gray_carpet;lime_carpet;magenta_carpet;pink_carpet;purple_carpet;red_carpet;yellow_carpet;white_carpet,,,,,,,
exposed_cut_copper_slab_from_exposed_copper_stonecutting,stonecutting,,,,,exposed_cut_copper_slab,8,exposed_copper,,,,,,,,
granite_wall,crafting_shaped,misc,,,,granite_wall,6,granite,granite,granite,granite,granite,granite,,,
deepslate_brick_wall_from_cobbled_deepslate_stonecutting,stonecutting,,,,,deepslate_brick_wall,1,cobbled_deepslate,,,,,,,,
gold_ingot_from_smelting_nether_gold_ore,smelting_clear,misc,gold_ingot,1.0,200,gold_ingot,1,nether_gold_ore,,,,,,,,
dye_lime_carpet,crafting_shapeless,building,carpet,,,lime_carpet,1,lime_dye,black_carpet;blue_carpet;brown_carpet;cyan_carpet;gray_carpet;green_carpet;light_blue_carpet;light_gray_carpet;magenta_carpet;orange_carpet;pink_carpet;purple_carpet;red_carpet;yellow_carpet;white_carpet,,,,,,,
dye_red_wool,crafting_shapeless,building,wool,,,red_wool,1,red_dye,black_wool;blue_wool;brown_wool;cyan_wool;gray_wool;green_wool;light_blue_wool;light_gray_wool;lime_wool;magenta_wool;orange_wool;pink_wool;purple_wool;yellow_wool;white_wool,,,,,,,
waxed_oxidized_cut_copper_stairs,crafting_shaped,building,waxed_oxidized_cut_copper_stairs,,,waxed_oxidized_cut_copper_stairs,4,waxed_oxidized_cut_copper,,,waxed_oxidized_cut_copper,waxed_oxidized_cut_copper,,waxed_oxidized_cut_copper,waxed_oxidized_cut_copper,waxed_oxidized_cut_copper
waxed_oxidized_cut_copper_stairs_from_waxed_oxidized_copper_stonecutting,stonecutting,,,,,waxed_oxidized_cut_copper_stairs,4,waxed_oxidized_copper,,,,,,,,
dark_prismarine,crafting_shaped,building,,,,dark_prismarine,1,prismarine_shard,prismarine_shard,prismarine_shard,prismarine_shard,black_dye,prismarine_shard,prismarine_shard,prismarine_shard,prismarine_shard
waxed_weathered_cut_copper_slab_from_waxed_weathered_copper_stonecutting,stonecutting,,,,,waxed_weathered_cut_copper_slab,8,waxed_weathered_copper,,,,,,,,
bowl,crafting_shaped,misc,,,,bowl,4,#planks,,#planks,,#planks,,,,
light_gray_terracotta,crafting_shaped,building,stained_terracotta,,,light_gray_terracotta,8,terracotta,terracotta,terracotta,terracotta,light_gray_dye,terracotta,terracotta,terracotta,terracotta
exposed_cut_copper_slab,crafting_shaped,building,,,,exposed_cut_copper_slab,6,exposed_cut_copper,exposed_cut_copper,exposed_cut_copper,,,,,,
acacia_fence_gate,crafting_shaped,redstone,wooden_fence_gate,,,acacia_fence_gate,1,stick,acacia_planks,stick,stick,acacia_planks,stick,,,
waxed_weathered_cut_copper_stairs_from_honeycomb,crafting_shapeless,building,waxed_weathered_cut_copper_stairs,,,waxed_weathered_cut_copper_stairs,1,weathered_cut_copper_stairs,honeycomb,,,,,,,
end_stone_brick_wall_from_end_stone_brick_stonecutting,stonecutting,,,,,end_stone_brick_wall,1,end_stone_bricks,,,,,,,,
shaper_armor_trim_smithing_template,crafting_shaped,misc,,,,shaper_armor_trim_smithing_template,2,diamond,shaper_armor_trim_smithing_template,diamond,diamond,terracotta,diamond,diamond,diamond,diamond
black_stained_glass_pane_from_glass_pane,crafting_shaped,misc,stained_glass_pane,,,black_stained_glass_pane,8,glass_pane,glass_pane,glass_pane,glass_pane,black_dye,glass_pane,glass_pane,glass_pane,glass_pane
waxed_copper_block_from_honeycomb,crafting_shapeless,building,waxed_copper_block,,,waxed_copper_block,1,copper_block,honeycomb,,,,,,,
dark_prismarine_stairs_from_dark_prismarine_stonecutting,stonecutting,,,,,dark_prismarine_stairs,1,dark_prismarine,,,,,,,,
raw_iron_block,crafting_shaped,building,,,,raw_iron_block,1,raw_iron,raw_iron,raw_iron,raw_iron,raw_iron,raw_iron,raw_iron,raw_iron,raw_iron
